ID,Img_URL,Img_position,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Manufacture_Address,Manufacture_Phone,Manufacture_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry,Gift_Card,Status,Published,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Included / United States,Included / International
25820,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/25820,,"Solar Technology, Inc.",AB/MB Controller,Control and monitor display pattern of Sign Panel,"Track location of the unit from smart phone, tablet, or PC",Provide remote monitoring and control of unit functionality and battery status,,,,,This controller is designed to provide control and monitoring of Solar Technology's line of advanced warning arrow panel and message board products used in traffic control and protection applications.,Asset Tracking,LTE Only,Cat M1,Ed ODonnell,610-391-8600,eodonnell@solartechnology.com,—,—,—,0,Standard Nano SIM (4FF),0,—,Checked,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.solartechnology.com,"7620 Cetronia Road, Allentown, pa 18106",610-391-8600,cowens@solartechnology.com,"Construction, Transportation",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
13937,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/13937,,Sony Electronics Inc,Xperia XA2,"23 MP main camera with 1/2.3"" Exmor RS for mobile image sensor and 24mm wide-angle F2.0 lens, 4K video recording, and 120fps slow-motion video.",8 MP Exmor R front-facing camera with 120-degree super-wide-angle lens.,Qualcomm Snapdragon 630 Octa-core processor.,"Always-on fingerprint sensor, 3,300 mAh battery, and SmartAmp for more immersive sound.",5.2" edge-to-edge Full HD display (1080p) with curved 2.5D Corning Gorilla Glass,,,"Xperia XA2 a borderless smartphone with high-resolution 23MP main camera has been upgraded with 4K video recording and 120fps slow-motion video capture and much improved low-light sensitivity at ISO 12800 and an all-new 8MP front camera with 120-degree super-wide-angle lens. Other new or upgraded features include the stylish aluminum back panel, precision-edge detailing, 2.5D curved glass, always-on fingerprint sensor, and a 3,300 mAh battery.",Smartphone,Cat 9,,"2207 BridgePointe Parkway, San Mateo, CA, 94404",1-407-538-5454,Patrick.Mitchell@sony.com,Internal,"3,300mAh",FHD 1920 x 1080,0,Standard Nano SIM (4FF),1,—,Checked,—,Checked,—,Checked,Checked,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,Checked,Checked,—,Non Verizon FoTA Solution (only),OMADM,Android,—,—,None,—,Checked,—,Checked,—,—,Checked,—,—,—,—,—,5.6x2.7x0.4 in.,6 oz,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)","Band1 (2100MHz), Band7 (2600 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,www.sony.com,"2207 BridgePointe Parkway, San Mateo, CA, 94404",1-855-806-8464,Questions.US@support.sonymobile.com,"Media and Entertainment, Residential / Consumer",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
24246,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/24246,,Wireless Links,Piccolo ATX Hybrid,Asset Tracking,Trailer Tracking,Rechargeable IP-67 Asset Tracking unit with 5000 ping.,"When disconnected from external power sends data once or twice a day when stopped, and every 30 minutes on move (user definable).",Optional temperature monitoring for refrigerated trailers,,,"Tethered or portable GPS asset tracker for containers, trailers and mobile assets.",Asset Tracking,LTE Only,Cat M1,"1050 Wall Street W Suite 340, Lyndhurst, NJ, 07071",201-531-5906,mike@wlius.com,—,3.7v lithium ion 7800mAh,—,0,Standard/Industrial Mini SIM (2FF),1,6VDC-32VDC,Checked,—,—,Checked,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,Checked,—,None,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,4.9”x3.3”x1.6” in.,3.7 oz,-22° to,-40° to,"0 to 99% 110°F (40°C), non-condensing",Checked,Checked,—,—,—,—,N - no Numbershare,—,—,—,Band13 (700 MHz),"1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,http://www.wlius.com/,"1050 Wall Street W Suite 340, Lyndhurst, NJ, 07071",201-531-5906,mike@wlius.com,"Agricultural, Construction, Distribution, Oil and Gas, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
16598,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/16598,,BI Incorporated,BI LOC8 LTE,"GNSS, LTE Cat M, WiFi, Tamper Detection",,,,,,,"The BI LOC8 LTE is a single-piece, advanced GPS device that has been proven to work reliably in various environments. The offender wears the tracking device on his or her ankle 24x7 and records location points using GNSS, Wi-Fi, and cellular towers for increased location accuracy. The tracking device then uses a cellular connection to send data to the central monitoring computer. BI LOC8 LTE has multiple forms of tamper monitoring including proximity, strap, and motion detection.",People Tracking,LTE Only,Cat M1,"6265 Gunbarrel Avenue, Suite B, Boulder , CO 80301",(800) 241-2911,hdsales@bi.com,Internal,1580 mAh,n/a,0,Industrial Soldered SIM (MFF2 Embedded),0,3.3,Checked,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,Checked,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,4.125 x 2.5 x 1.25 inches,—,0-50 deg C,—,any,Checked,—,—,—,—,Verizon Private Network,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,"6265 Gunbarrel Avenue, Suite B, Boulder , CO",303-218-1645,Donna.Stacy@bi.com,"Government, Public Safety",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
12173,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/12173,,PHOENIX CONTACT ELECTRONICS GmbH,TC ROUTER 3002T-4G VZW,Stateful firewall inspection for cyber security concerns,Switchable energy saving mode,Extended temperature range for -40 °C to +70 °C,Two switching inputs and one switching output for texting capabilities.,Remote VPN start via contact closure or SMS,,,The TC Router is an industrial grade mobile router that enables high-performance high-speed data links via mobile networks. The TC Router includes an integrated VPN(Virtual Private Network) and firewall to allow for safe access and protection of data. The TC router is made for applications in extreme environments of -40 °C to 70 °C with switchable energy-savings mode for low power applications. This makes the TC router a great product for remote access and data collection applications.,Router,LTE Only,Cat 4,"586 Fulling Mill Rd, Middletown PA 17057",800-808-7177,info@phoenixcon.com,—,N/A,N/A,2,Standard/Industrial Mini SIM (2FF),0,10 V DC to 30 V DC,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,LTE Licensed,5.12"x1.77"x4.96" in.,—,-40 C,-40 C,10 % ... 95 % w/o condensation,—,—,"1:1 NAT, Port Forwarding, Exposed Host",—,"3DES, AES-256 for VPN","IPSec, OpenVPN",N - no Numbershare,—,Checked,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.phoenixcontact.com,"586 Fulling Mill Rd, Middletown PA 17057",800-322-3225,info@phoenixcon.com,"Agricultural, Industrial / Manufacturing, Oil and Gas, Pharmaceutical, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
8145,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/8145,,Engineering Solutions Inc.,Omniguard,Real time monitoring of differential pressure and/or vacuum level,Programmable high and low alarm setpoints,Extremely simple to set up and use,"Pressure displayed in Inches WC, Millimeters WC or Pascals",4MB of log space holds 6+ months of normal job logs,,,"The Omniguard is the clear choice for monitoring and documenting Vacuum and Pressure in a containment area. Ideal for Asbestos, Lead and Mold abatement, and Clean Room monitoring. The Omniguard utilizes state of the art pressure measurement technology to accurately monitor pressure inside a containment area.",Remote Monitoring and Control,LTE Only,Cat M1,"1201 Monster Rd SW, Renton, WA, 98057",206-241-9395,ryanrj@engsolinc.com,—,Li-Ion,480 x 272,—,Standard Nano SIM (4FF),2,80-240 VAC 50-60Hz 10W,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),LWM2M,Other,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,9.25"x7.5"x4.5" in.,8 lbs,0 to,-40 to,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,http://www.engsolinc.com/,"1201 Monster Rd SW, Renton, WA, 98057",206-241-9395,ryanrj@engsolinc.com,"Construction, Industrial / Manufacturing, Professional Services",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
25853,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/25853,,Panasonic,TOUGHBOOK N1,Ruggedized Android OS Smart Handheld tablet with Qualcomm LTE chipset for mobile worker,,,,,,,Fully-rugged smart handheld device for mobile field workers.,Rugged Handheld / Smartphone,LTE with GSM/UMTS,Cat 6,"2 Riverfront Plaza, Newark, NJ 07102",1-877-803-8492 opt 1,B2Bsales@us.panasonic.com,—,—,—,—,Standard Nano SIM (4FF),—,—,Checked,—,—,—,Checked,Checked,—,Checked,—,—,Checked,Checked,—,—,—,—,Checked,—,Checked,Checked,Checked,—,Non Verizon FoTA Solution (only),OMADM,Android,Checked,—,None,—,Checked,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",Band14 (700 MHz),,,,,na.panasonic.com/US,"2 Riverfront Plaza, Newark, NJ 07102",1-800-527-8675,TOUGHBOOK_tech_support@us.panasonic.com,"Distribution, Healthcare, Industrial / Manufacturing, Retail, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
11205,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/11205,,Power Delivery Products,Reporter,Remote Fault Indication,Remote Sensing,,,,,,"Data only device. The PDP FCI Reporter communicates load and fault information to utilities for underground distribution applications. Handling up to 12 Smart LoadTracker FCIs, the Reporter is flexible for different applications including vaults, transformers, and pad-mounted switchgear. The Reporter can also be paired with existing PDP LoadTrackers for economical, remote fault indication.",Utility / Smart Grid,LTE Only,Cat 1,"2658 Holcomb Bridge Rd., Alpharetta, GA, 30022",770-587-9044,greg@powerdeliveryproducts.com,Internal and External,-,—,0,Standard/Industrial Mini SIM (2FF),1,5 volts,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Windows,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,8.7x4.8x2.5 in.,3.5 lbs.,-40 to,-40 to,100%,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.powerdeliveryproducts.com,"2658 Holcomb Bridge Rd., Alpharetta, GA, 30022",770-587-9044,greg@powerdeliveryproducts.com,Utilities,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
19889,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/19889,,Honeywell,Cloud Link 4G M1 Modem,Bluetooth Low Energy connectivity,RS232/485 serial port,LTE Cat-M1,Class I Div 1 & Class I Div 2 Certified for Hazardous Location Use,Ultra Low Power Consumption,,,"Cloud Link 4G M1 Modem is Industrial transparent cellular modem, with integral cellular radio transceiver. Asynchronous serial data communications (RS232 and RS485)is supported for connections to electronic gas correctors or any other measurement devices. It is certified for use in Class I Div 2 and Class I Div 1 hazardous area. It is type Cat- M1 device & operates in Band 13.",Modem,LTE Only,Cat M1,"1280 Kemper Meadow Dr, Cincinnati, OH, 45240",+1 5136243353,Pierre.Dufour@Honeywell.com,—,None,—,0,—,0,upto 30Vdc,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),—,RTOS,—,—,None,—,—,Checked,—,—,—,—,—,—,—,—,—,136 mm x 25 mm x 83.5 mm,0.33,-40 to +70 C,-40 to +70 C,95%,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.honeywell.com,"1280 Kemper Meadow Dr, Cincinnati, OH, 45240",302-669-4253,murali.bezawada@honeywell.com,"Government, Industrial / Manufacturing, Oil and Gas, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
27210,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/27210,,Itron,Socket Based Router,LTE data upload to Utility Company read system,Gather Utility data from hosted devices in the local area,Gather water and gas data via 900MHz ISM,LTE Backhaul,,,,The Socket Based Router is a remote monitoring router device that gathers utility usage from hosted endpoints and provides a cellular upload of the data collected to the Utility Company's head end system when requested.,Router,LTE with CDMA Multimode,Cat 6,"313 N Hwy 11, West Union SC 29696",864-638-8300,Jaykumar.Joshi@itron.com,—,—,N/A,1,SIM1 - Standard/Industrial Mini SIM (2FF),1,240VAC,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),—,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,10x9x8 in.,10lbs lbs,-40C °F,-40C °F,Up to 95%,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,,,,,,,Itron.com,"313 N Hwy 11, West Union SC 29696",864-718-6014,mike.dempsey@itron.com,Utilities,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
19806,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/19806,,WaterSignal LLC,Gen 8S,"WaterSignal analyzes water usage over time to determine the presence of slow leaks, fixture leaks, faucet leaks, toilet leaks, pool leaks, under slab leaks and poor irrigation practices. Click to delete WaterSignal measures water flow continuously to detect leaks and conserve water",,,,,,,"WaterSignal measures water flow continuously to detect leaks and conserve water. Also, WaterSignal analyzes water usage over time to determine the presence of slow leaks, fixture leaks, faucet leaks, toilet leaks, pool leaks, under slab leaks and poor irrigation practices.",Utility / Smart Grid,LTE Only,Cat M1,510 Staghorn Ct. Alpharetta GA 30004,844.232.6100,sales@watersignal.com,—,Lithium,—,0,Standard/Industrial Mini SIM (2FF),1,7.2V,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,5"x5"x4" in.,1 lbs,-30C °F to °F,-40C °F,100%,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.watersignal.com,510 Staghorn Ct. Alpharetta GA 30004,844.232.6100,support@watersignal.com,"Agricultural, Construction, Education, Government, Hospitality, Industrial / Manufacturing, Real Estate, Residential / Consumer",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
12214,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/12214,,LG,G7 ThinQ,SMS,Call,MMS,Camera,Browing,,,"G7 ThinQ is a LTE smart phone . This device will equip with 6.0” Quad HD(3120 x 1440), SDM846 (Quad 2.65 GHz Octa), 16MP LDAF/OIS AF & 16MP Wide FF rear camera , 8MP front camera, and 3,000mAh battery on top of Android O-OS(Now P-OS).",Smartphone,LTE with CDMA Multimode,Cat 12,"1200 Mt. Kemble Ave, Morristown, NJ 07960",973-425-2117,jonathan2.kim@lge.com,—,—,—,—,Standard Nano SIM (4FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Android,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band3 (1800MHz), Band7 (2600 MHz), Band46 (5200 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","Rev0, RevA, eHRPD","800 MHz, 1900 MHz",www.lg.com/us/mobile,"1200 Mt. Kemble Ave, Morristown, NJ 07960",973-425-2117,jonathan2.kim@lge.com,Retail,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
11577,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/11577,,ADS Environmental Services,Triton+,Multi-sensor capability,Wireless cellular LTE-M communications,Zone 0 Intrinsically Safe,Long battery life,,,,"The TRITON flow monitor is the most versatile and cost-effective, intrinsically safe, waste water monitor on the market. The TRITON includes multiple-technology sensor options such us: Peak Combo Sensor - CS4, Surface Combo Sensor - CS5, Ultrasonic Level Sensor and the Long Range Depth Sensor (LRD) - CS6. These sensors enable flow measurement in a variety of conditions, including very shallow or low flows.",Remote Monitoring and Control,LTE Only,Cat M1,340 The Bridge Street Suite 204,256 430-6365,JBoyd@idexcorp.com,External,Alkaline,—,0,Standard/Industrial Mini SIM (2FF),0,12VDC,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),LWM2M,Other,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,8.75x8.75x17.75 in.,30.3 lbs,-4 °F,-4 °F,100,—,—,—,—,—,—,N - no Numbershare,—,—,—,Band13 (700 MHz),,,,,,www.adsenv.com,340 The Bridge Street Suite 204,877-237-9585 (U.S.) 256-430-6234 (outside U.S.),ADSSupportCntr@idexcorp.com,Utilities,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
13315,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/13315,,Inseego,SKYUS 140,Built-in Connection Management and Connection Watchdog,"USB, Ethernet, and WiFi Interfaces",4400 mAh Backup Battery for Power Loss Protection and Remote Networking,LTE Cat-4 Connectivity with GPS,Onboard App Space for Edge Processing and Cloud Connectivity,,,"Industrial grade Cat-4 LTE cellular gateway with USB, ethernet and WiFi connectivity.",Asset Tracking,LTE Only,Cat 4,"9605 Scranton Road, San Diego, CA, 92121",919-272-1919,bob.thomas@inseego.com,Internal and External,4400 mAh Li-Ion,—,1,Standard Nano SIM (4FF),1,"9-36 VDC over 4 pin connector, 5 VDC over USB",Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,None,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,118x98x33 in.,8.5 oz,-20/60 °C,-20/60 °C,5 - 95% RH Non-condensing,Checked,Checked,,—,—,"IPsec VPN, OpenVPN",N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,inseego.com,"9605 Scranton Road, San Diego, CA, 92121",8776986481,leif.steigleder@inseego.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Hospitality, Industrial / Manufacturing",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
